time,temp_in,temp_out,temp_target,temp_interval,fan,heat
1683813872,22.25,22.5625,None,None,0,0
1683813873,22.25,22.5625,None,None,0,0
1683813874,22.3125,22.5625,None,None,0,0
1683813875,22.25,22.5625,None,None,0,0
1683813876,22.25,22.625,None,None,0,0
1683813877,22.25,22.5625,None,None,0,0
1683813878,22.25,22.625,None,None,0,0
1683813879,22.25,22.5625,None,None,0,0
1683813880,22.25,22.5625,None,None,0,0
1683813881,22.25,22.5625,None,None,0,0
1683813882,22.25,22.5625,None,None,0,0
1683813883,22.25,22.5625,None,None,0,0
1683813884,22.25,22.5625,None,None,0,0
1683813885,22.25,22.5625,None,None,0,0
1683813886,22.25,22.5625,None,None,0,0
1683813888,22.25,22.625,None,None,0,0
1683813889,22.3125,22.5625,None,None,0,0
1683813890,22.3125,22.5625,None,None,0,0
1683813891,22.25,22.5625,None,None,0,0
1683813892,22.25,22.5625,None,None,0,0
1683813893,22.25,22.5625,None,None,0,0
1683813894,22.3125,22.5625,None,None,0,0
1683813895,22.25,22.5625,None,None,0,0
1683813896,22.3125,22.5625,None,None,0,0
1683813897,22.25,22.5625,None,None,0,0
1683813898,22.25,22.5625,None,None,0,0
1683813899,22.25,22.5625,None,None,0,0
1683813900,22.3125,22.5625,None,None,0,0
1683813901,22.25,22.5625,None,None,0,0
1683813902,22.25,22.5625,None,None,0,0
1683813903,22.3125,22.5625,None,None,0,0
1683813904,22.25,22.625,None,None,0,0
1683813905,22.3125,22.5625,None,None,0,0
1683813906,22.3125,22.5625,None,None,0,0
1683813907,22.25,22.625,None,None,0,0
1683813908,22.25,22.5625,None,None,0,0
1683813909,22.25,22.5625,None,None,0,0
1683813910,22.3125,22.625,None,None,0,0
1683813911,22.3125,22.5625,None,None,0,0
1683813912,22.25,22.5625,None,None,0,0
1683813913,22.3125,22.5625,None,None,0,0
1683813914,22.3125,22.5625,None,None,0,0
1683813916,22.25,22.625,None,None,0,0
1683813917,22.3125,22.5625,None,None,0,0
1683813918,22.25,22.5625,None,None,0,0
1683813919,22.3125,22.5625,None,None,0,0
1683813920,22.3125,22.5625,None,None,0,0
1683813921,22.3125,22.5625,None,None,0,0
1683813922,22.3125,22.5625,None,None,0,0
1683813923,22.3125,22.5625,None,None,0,0
1683813924,22.3125,22.5625,None,None,0,0
1683813925,22.25,22.5625,None,None,0,0
1683813926,22.3125,22.5625,None,None,0,0
1683813927,22.3125,22.5625,None,None,0,0
1683813928,22.3125,22.5625,None,None,0,0
1683813929,22.3125,22.5625,None,None,0,0
1683813930,22.3125,22.5625,None,None,0,0
1683813931,22.3125,22.5625,None,None,0,0
1683813932,22.3125,22.5625,None,None,0,0
1683813933,22.25,22.5625,None,None,0,0
1683813934,22.3125,22.625,None,None,0,0
1683813935,22.3125,22.5625,None,None,0,0
1683813936,22.25,22.5625,None,None,0,0
1683813937,22.3125,22.5625,None,None,0,0
1683813938,22.3125,22.5625,None,None,0,0
1683813939,22.3125,22.5625,None,None,0,0
1683813940,22.3125,22.5625,None,None,0,0
1683813941,22.25,22.625,None,None,0,0
1683813942,22.3125,22.625,None,None,0,0
1683813943,22.3125,22.5625,None,None,0,0
1683813945,22.3125,22.5625,None,None,0,0
1683813946,22.3125,22.5625,None,None,0,0
1683813947,22.3125,22.5625,None,None,0,0
1683813948,22.25,22.5625,None,None,0,0
1683813949,22.3125,22.5625,None,None,0,0
1683813950,22.3125,22.5625,None,None,0,0
1683813951,22.3125,22.5625,None,None,0,0
1683813952,22.3125,22.5625,None,None,0,0
1683813953,22.25,22.625,None,None,0,0
1683813954,22.3125,22.5625,None,None,0,0
1683813955,22.3125,22.625,None,None,0,0
1683813956,22.3125,22.5625,None,None,0,0
1683813957,22.3125,22.5625,None,None,0,0
1683813958,22.3125,22.5625,None,None,0,0
1683813959,22.3125,22.5625,None,None,0,0
1683813960,22.3125,22.5625,None,None,0,0
1683813961,22.25,22.5625,None,None,0,0
1683813962,22.3125,22.5625,None,None,0,0
1683813963,22.3125,22.5625,None,None,0,0
1683813964,22.3125,22.5625,None,None,0,0
1683813965,22.3125,22.5625,None,None,0,0
1683813966,22.25,22.5625,None,None,0,0
1683813967,22.3125,22.5625,None,None,0,0
1683813968,22.3125,22.625,None,None,0,0
1683813969,22.3125,22.625,None,None,0,0
1683813970,22.3125,22.5625,None,None,0,0
1683813971,22.3125,22.625,None,None,0,0
1683813973,22.3125,22.5625,None,None,0,0
1683813974,22.3125,22.5625,None,None,0,0
1683813975,22.3125,22.5625,None,None,0,0
1683813976,22.3125,22.625,None,None,0,0
1683813977,22.3125,22.5625,None,None,0,0
1683813978,22.3125,22.625,None,None,0,0
1683813979,22.3125,22.5625,None,None,0,0
1683813980,22.375,22.5625,None,None,0,0
1683813981,22.3125,22.5625,None,None,0,0
1683813982,22.375,22.5625,None,None,0,0
1683813983,22.3125,22.5625,None,None,0,0
1683813984,22.375,22.5625,None,None,0,0
1683813985,22.3125,22.5625,None,None,0,0
1683813986,22.3125,22.625,None,None,0,0
1683813987,22.3125,22.5625,None,None,0,0
1683813988,22.3125,22.5625,None,None,0,0
1683813989,22.3125,22.5625,None,None,0,0
1683813990,22.3125,22.625,None,None,0,0
1683813991,22.3125,22.625,None,None,0,0
1683813992,22.3125,22.625,None,None,0,0
