time,temp_in,temp_out,temp_target,temp_interval,fan,heat
1683819600,23.875,23.25,None,None,0,0
1683819601,24.6875,23.1875,None,None,0,0
1683819602,24.75,23.1875,None,None,0,0
1683819603,24.75,23.1875,None,None,0,0
1683819604,24.75,23.1875,None,None,0,0
1683819605,24.8125,23.25,None,None,0,0
1683819606,24.8125,23.25,None,None,0,0
1683819607,24.75,23.25,None,None,0,0
1683819608,24.75,23.1875,None,None,0,0
1683819609,24.8125,23.25,None,None,0,0
1683819610,24.8125,23.1875,None,None,0,0
1683819611,24.8125,23.1875,None,None,0,0
1683819612,24.8125,23.1875,None,None,0,0
1683819613,24.8125,23.25,None,None,0,0
1683819614,24.8125,23.1875,None,None,0,0
1683819615,24.8125,23.1875,None,None,0,0
1683819616,24.8125,23.1875,None,None,0,0
1683819617,24.8125,23.25,None,None,0,0
1683819618,24.8125,23.25,None,None,0,0
1683819619,24.8125,23.1875,None,None,0,0
1683819620,24.8125,23.25,None,None,0,0
1683819621,24.8125,23.25,None,None,0,0
1683819622,24.8125,23.1875,None,None,0,0
1683819623,24.8125,23.1875,None,None,0,0
1683819625,24.8125,23.1875,None,None,0,0
1683819626,24.8125,23.25,None,None,0,0
1683819627,24.8125,23.1875,None,None,0,0
1683819628,24.8125,23.25,None,None,0,0
1683819629,24.8125,23.25,None,None,0,0
1683819630,24.875,23.25,None,None,0,0
1683819631,24.875,23.25,None,None,0,0
1683819632,24.875,23.25,None,None,0,0
1683819633,24.8125,23.25,None,None,0,0
1683819634,24.8125,23.25,None,None,0,0
1683819635,24.875,23.1875,None,None,0,0
1683819636,24.875,23.1875,None,None,0,0
1683819637,24.875,23.1875,None,None,0,0
1683819638,24.875,23.1875,None,None,0,0
1683819639,24.8125,23.25,None,None,0,0
1683819640,24.875,23.1875,None,None,0,0
1683819641,24.875,23.25,None,None,0,0
1683819642,24.875,23.1875,None,None,0,0
1683819643,24.875,23.25,None,None,0,0
1683819644,24.875,23.25,None,None,0,0
1683819645,24.875,23.25,None,None,0,0
1683819646,24.875,23.25,None,None,0,0
1683819647,24.875,23.1875,None,None,0,0
1683819648,24.875,23.1875,None,None,0,0
1683819649,24.9375,23.25,None,None,0,0
1683819650,24.875,23.25,None,None,0,0
1683819651,24.875,23.25,None,None,0,0
1683819652,24.875,23.1875,None,None,0,0
1683819654,24.875,23.1875,None,None,0,0
1683819655,24.875,23.25,None,None,0,0
1683819656,24.9375,23.25,None,None,0,0
1683819657,24.875,23.1875,None,None,0,0
1683819658,24.9375,23.1875,None,None,0,0
1683819659,24.875,23.1875,None,None,0,0
1683819660,24.875,23.1875,None,None,0,0
1683819661,24.875,23.1875,None,None,0,0
1683819662,24.875,23.1875,None,None,0,0
1683819663,24.875,23.25,None,None,0,0
1683819664,24.9375,23.25,None,None,0,0
1683819665,24.9375,23.25,None,None,0,0
1683819666,24.9375,23.25,None,None,0,0
1683819667,24.9375,23.25,None,None,0,0
1683819668,24.875,23.25,None,None,0,0
1683819669,24.9375,23.25,None,None,0,0
1683819670,24.9375,23.25,None,None,0,0
1683819671,24.9375,23.25,None,None,0,0
1683819672,24.9375,23.25,None,None,0,0
1683819673,24.9375,23.25,None,None,0,0
1683819674,24.9375,23.25,None,None,0,0
1683819675,24.9375,23.25,None,None,0,0
1683819676,24.9375,23.25,None,None,0,0
1683819677,24.9375,23.25,None,None,0,0
1683819678,24.875,23.25,None,None,0,0
1683819679,24.875,23.25,None,None,0,0
1683819680,24.875,23.25,None,None,0,0
1683819682,24.875,23.25,None,None,0,0
1683819683,24.875,23.25,None,None,0,0
1683819684,24.875,23.25,None,None,0,0
1683819685,24.875,23.1875,None,None,0,0
1683819686,24.8125,23.25,None,None,0,0
1683819687,24.8125,23.25,None,None,0,0
1683819688,24.8125,23.25,None,None,0,0
1683819689,24.8125,23.25,None,None,0,0
1683819690,24.8125,23.25,None,None,0,0
1683819691,24.8125,23.25,None,None,0,0
1683819692,24.8125,23.1875,None,None,0,0
1683819693,24.8125,23.25,None,None,0,0
1683819694,24.8125,23.25,None,None,0,0
1683819695,24.8125,23.25,None,None,0,0
1683819696,24.8125,23.25,None,None,0,0
1683819697,24.8125,23.25,None,None,0,0
1683819698,24.8125,23.25,None,None,0,0
1683819699,24.75,23.25,None,None,0,0
