time,temp_in,temp_out,temp_target,temp_interval,fan,heat
1683815914,26.5625,23.25,None,None,0,0
1683815915,26.5,23.1875,None,None,0,0
1683815916,26.5,23.1875,None,None,0,0
1683815917,26.5,23.1875,None,None,0,0
1683815918,26.5,23.125,None,None,0,0
1683815919,26.5,23.1875,None,None,0,0
1683815920,26.5,23.1875,None,None,0,0
1683815921,26.4375,23.1875,None,None,0,0
1683815922,26.5,23.1875,None,None,0,0
1683815923,26.4375,23.1875,None,None,0,0
1683815924,26.4375,23.1875,None,None,0,0
1683815925,26.5,23.1875,None,None,0,0
1683815926,26.4375,23.1875,None,None,0,0
1683815927,26.4375,23.1875,None,None,0,0
1683815928,26.4375,23.1875,None,None,0,0
1683815929,26.4375,23.1875,None,None,0,0
1683815930,26.4375,23.1875,None,None,0,0
1683815931,26.4375,23.1875,None,None,0,0
1683815932,26.375,23.1875,None,None,0,0
1683815934,26.375,23.1875,None,None,0,0
1683815935,26.3125,23.1875,None,None,0,0
1683815936,26.3125,23.1875,None,None,0,0
1683815937,26.3125,23.1875,None,None,0,0
1683815938,26.3125,23.1875,None,None,0,0
1683815939,26.25,23.1875,None,None,0,0
1683815940,26.25,23.1875,None,None,0,0
1683815941,26.1875,23.1875,None,None,0,0
1683815942,26.1875,23.1875,None,None,0,0
1683815943,26.125,23.1875,None,None,0,0
1683815944,26.125,23.1875,None,None,0,0
1683815945,26.125,23.1875,None,None,0,0
1683815946,26.125,23.25,None,None,0,0
1683815947,26.125,23.1875,None,None,0,0
1683815948,26.125,23.1875,None,None,0,0
1683815949,26.125,23.125,None,None,0,0
1683815950,26.0625,23.1875,None,None,0,0
1683815951,26.125,23.1875,None,None,0,0
1683815952,26.0625,23.1875,None,None,0,0
1683815953,26.0625,23.1875,None,None,0,0
1683815954,26.0625,23.1875,None,None,0,0
1683815955,26.0625,23.1875,None,None,0,0
1683815956,26.0,23.25,None,None,0,0
1683815957,26.0,23.25,None,None,0,0
1683815958,26.0,23.1875,None,None,0,0
1683815959,26.0625,23.1875,None,None,0,0
1683815960,26.0,23.25,None,None,0,0
1683815962,26.0,23.25,None,None,0,0
1683815963,26.0,23.1875,None,None,0,0
1683815964,26.0,23.1875,None,None,0,0
1683815965,26.0,23.25,None,None,0,0
1683815966,25.9375,23.1875,None,None,0,0
1683815967,25.9375,23.1875,None,None,0,0
1683815968,25.9375,23.25,None,None,0,0
1683815969,25.9375,23.1875,None,None,0,0
1683815970,25.9375,23.1875,None,None,0,0
1683815971,25.9375,23.1875,None,None,0,0
1683815972,25.9375,23.1875,None,None,0,0
1683815973,25.9375,23.1875,None,None,0,0
1683815974,25.9375,23.1875,None,None,0,0
